timestamp, type, prox-id, floor, zone
2016-05-31 00:05, fixed-prox, vawelon001,1,1
2016-05-31 00:20, fixed-prox, earpa001,1,1
2016-05-31 02:26, fixed-prox, earpa001,1,6
2016-05-31 02:31, fixed-prox, vawelon001,1,6
2016-05-31 03:12, fixed-prox, earpa001,1,1
2016-05-31 03:28, fixed-prox, vawelon001,1,1
2016-05-31 05:57, fixed-prox, earpa001,1,6
2016-05-31 05:57, fixed-prox, vawelon001,1,6
2016-05-31 06:47, fixed-prox, vawelon001,1,1
2016-05-31 06:59, fixed-prox, earpa001,1,1
2016-05-31 07:00, fixed-prox, ibarranco001,1,1
2016-05-31 07:00, fixed-prox, jsanjorge001,1,1
2016-05-31 07:00, fixed-prox, jsanjorge001,1,4
2016-05-31 07:00, fixed-prox, ibarranco001,1,4
2016-05-31 07:01, fixed-prox, ibarranco001,2,4
2016-05-31 07:01, fixed-prox, jsanjorge001,2,4
2016-05-31 07:02, fixed-prox, jsanjorge001,3,4
2016-05-31 07:02, fixed-prox, ibarranco001,3,4
2016-05-31 07:02, fixed-prox, jsanjorge001,3,1
2016-05-31 07:02, fixed-prox, ibarranco001,3,1
2016-05-31 07:02, fixed-prox, jsanjorge001,3,6
2016-05-31 07:15, fixed-prox, knielson001,1,1
2016-05-31 07:15, fixed-prox, btempestad001,1,1
2016-05-31 07:15, fixed-prox, mbramar001,1,1
2016-05-31 07:15, fixed-prox, knielson001,1,4
2016-05-31 07:15, fixed-prox, btempestad001,1,4
2016-05-31 07:15, fixed-prox, mbramar001,1,4
2016-05-31 07:16, fixed-prox, ldedos001,1,1
2016-05-31 07:16, fixed-prox, fbalas001,1,1
2016-05-31 07:16, fixed-prox, ckinney001,1,1
2016-05-31 07:16, fixed-prox, iborrasca001,1,1
2016-05-31 07:16, fixed-prox, iovan001,1,1
2016-05-31 07:16, fixed-prox, mbramar001,2,4
2016-05-31 07:16, fixed-prox, knielson001,2,4
2016-05-31 07:16, fixed-prox, knielson001,2,1
2016-05-31 07:16, fixed-prox, btempestad001,2,4
2016-05-31 07:16, fixed-prox, btempestad001,2,1
2016-05-31 07:16, fixed-prox, btempestad001,2,2
2016-05-31 07:17, fixed-prox, mbramar001,3,4
2016-05-31 07:17, fixed-prox, mbramar001,3,1
2016-05-31 07:17, fixed-prox, mbramar001,3,6
2016-05-31 07:17, fixed-prox, iborrasca001,1,4
2016-05-31 07:17, fixed-prox, iovan001,1,4
2016-05-31 07:17, fixed-prox, fbalas001,1,4
2016-05-31 07:17, fixed-prox, ckinney001,1,4
2016-05-31 07:17, fixed-prox, ldedos001,1,4
2016-05-31 07:18, fixed-prox, chawelon001,1,1
2016-05-31 07:18, fixed-prox, lbennett001,1,1
2016-05-31 07:18, fixed-prox, iborrasca001,2,4
2016-05-31 07:18, fixed-prox, ldedos001,2,4
2016-05-31 07:18, fixed-prox, fbalas001,2,4
2016-05-31 07:18, fixed-prox, ckinney001,2,4
2016-05-31 07:18, fixed-prox, iovan001,2,4
2016-05-31 07:18, fixed-prox, fbalas001,2,1
2016-05-31 07:18, fixed-prox, iovan001,2,1
2016-05-31 07:18, fixed-prox, ckinney001,2,1
2016-05-31 07:18, fixed-prox, ldedos001,2,1
2016-05-31 07:18, fixed-prox, iborrasca001,2,1
2016-05-31 07:18, fixed-prox, ckinney001,2,7
2016-05-31 07:18, fixed-prox, iovan001,2,7
2016-05-31 07:18, fixed-prox, ldedos001,2,2
2016-05-31 07:18, fixed-prox, iborrasca001,2,6
2016-05-31 07:19, fixed-prox, zcoronado001,1,1
2016-05-31 07:20, fixed-prox, sflorez001,1,1
2016-05-31 07:20, fixed-prox, yfinney001,1,1
2016-05-31 07:20, fixed-prox, lbennett001,1,4
2016-05-31 07:20, fixed-prox, zcoronado001,1,4
2016-05-31 07:20, fixed-prox, chawelon001,1,4
2016-05-31 07:20, fixed-prox, zcoronado001,2,4
2016-05-31 07:20, fixed-prox, chawelon001,2,4
2016-05-31 07:20, fixed-prox, lbennett001,2,4
2016-05-31 07:20, fixed-prox, lbennett001,2,1
2016-05-31 07:20, fixed-prox, chawelon001,2,1
2016-05-31 07:20, fixed-prox, zcoronado001,2,1
2016-05-31 07:21, fixed-prox, mcassano001,1,1
2016-05-31 07:21, fixed-prox, cshipp001,1,1
2016-05-31 07:21, fixed-prox, anubarron001,1,1
2016-05-31 07:21, fixed-prox, avico001,1,1
2016-05-31 07:21, fixed-prox, rfaralso001,1,1
2016-05-31 07:21, fixed-prox, lbennett001,2,6
2016-05-31 07:21, fixed-prox, zcoronado001,2,7
2016-05-31 07:21, fixed-prox, chawelon001,2,7
2016-05-31 07:21, fixed-prox, sflorez001,1,4
2016-05-31 07:21, fixed-prox, yfinney001,1,4
2016-05-31 07:22, fixed-prox, sflorez001,2,4
2016-05-31 07:22, fixed-prox, yfinney001,2,4
2016-05-31 07:22, fixed-prox, sflorez001,2,1
2016-05-31 07:22, fixed-prox, yfinney001,2,1
2016-05-31 07:22, fixed-prox, sflorez001,2,7
2016-05-31 07:22, fixed-prox, yfinney001,2,2
2016-05-31 07:22, fixed-prox, mcassano001,1,4
2016-05-31 07:22, fixed-prox, anubarron001,1,4
2016-05-31 07:22, fixed-prox, cshipp001,1,4
2016-05-31 07:22, fixed-prox, rfaralso001,1,4
2016-05-31 07:22, fixed-prox, avico001,1,4
2016-05-31 07:23, fixed-prox, lazada001,1,1
2016-05-31 07:23, fixed-prox, nbasham001,1,1
2016-05-31 07:23, fixed-prox, sparrino001,1,1
2016-05-31 07:23, fixed-prox, rfaralso001,2,4
2016-05-31 07:23, fixed-prox, cshipp001,2,4
2016-05-31 07:23, fixed-prox, avico001,2,4
2016-05-31 07:23, fixed-prox, anubarron001,2,4
2016-05-31 07:23, fixed-prox, mcassano001,2,4
2016-05-31 07:23, fixed-prox, rfaralso001,2,1
2016-05-31 07:23, fixed-prox, anubarron001,2,1
2016-05-31 07:23, fixed-prox, avico001,2,1
2016-05-31 07:23, fixed-prox, mcassano001,2,1
2016-05-31 07:23, fixed-prox, cshipp001,2,1
2016-05-31 07:23, fixed-prox, cshipp001,2,6
2016-05-31 07:23, fixed-prox, rfaralso001,2,7
2016-05-31 07:23, fixed-prox, mcassano001,2,7
2016-05-31 07:23, fixed-prox, avico001,2,2
2016-05-31 07:23, fixed-prox, anubarron001,2,2
2016-05-31 07:24, fixed-prox, slowery001,1,1
2016-05-31 07:24, fixed-prox, cstaley001,1,1
2016-05-31 07:24, fixed-prox, lazada001,1,4
2016-05-31 07:24, fixed-prox, nbasham001,1,4
2016-05-31 07:24, fixed-prox, sparrino001,1,4
2016-05-31 07:25, fixed-prox, korilla001,1,1
2016-05-31 07:25, fixed-prox, lazada001,2,4
2016-05-31 07:25, fixed-prox, nbasham001,2,4
2016-05-31 07:25, fixed-prox, sparrino001,2,4
2016-05-31 07:25, fixed-prox, lazada001,2,1
2016-05-31 07:25, fixed-prox, nbasham001,2,1
2016-05-31 07:25, fixed-prox, sparrino001,2,1
2016-05-31 07:25, fixed-prox, nbasham001,2,7
2016-05-31 07:25, fixed-prox, slowery001,1,4
2016-05-31 07:26, fixed-prox, tbattles001,1,1
2016-05-31 07:26, fixed-prox, ahafon001,1,1
2016-05-31 07:26, fixed-prox, apinckney001,1,1
2016-05-31 07:26, fixed-prox, slowery001,2,4
2016-05-31 07:26, fixed-prox, slowery001,2,1
2016-05-31 07:26, fixed-prox, korilla001,1,4
2016-05-31 07:26, fixed-prox, slowery001,2,7
2016-05-31 07:27, fixed-prox, monda001,1,1
2016-05-31 07:27, fixed-prox, tcarrara001,1,1
2016-05-31 07:27, fixed-prox, korilla001,2,4
2016-05-31 07:27, fixed-prox, korilla001,2,1
2016-05-31 07:27, fixed-prox, tbattles001,1,4
2016-05-31 07:27, fixed-prox, apinckney001,1,4
2016-05-31 07:27, fixed-prox, ahafon001,1,4
2016-05-31 07:27, fixed-prox, korilla001,2,6
2016-05-31 07:28, fixed-prox, apinckney001,2,4
2016-05-31 07:28, fixed-prox, tbattles001,2,4
2016-05-31 07:28, fixed-prox, ahafon001,2,4
2016-05-31 07:28, fixed-prox, ahafon001,2,1
2016-05-31 07:28, fixed-prox, apinckney001,2,1
2016-05-31 07:28, fixed-prox, tbattles001,2,1
2016-05-31 07:28, fixed-prox, tcarrara001,1,4
2016-05-31 07:28, fixed-prox, monda001,1,4
2016-05-31 07:28, fixed-prox, ahafon001,2,6
2016-05-31 07:28, fixed-prox, apinckney001,2,7
2016-05-31 07:28, fixed-prox, tbattles001,2,2
2016-05-31 07:29, fixed-prox, csolos001,1,1
2016-05-31 07:29, fixed-prox, tcarrara001,2,4
2016-05-31 07:29, fixed-prox, monda001,2,4
2016-05-31 07:29, fixed-prox, tcarrara001,2,1
2016-05-31 07:29, fixed-prox, monda001,2,1
2016-05-31 07:29, fixed-prox, monda001,2,2
2016-05-31 07:29, fixed-prox, tcarrara001,2,2
2016-05-31 07:30, fixed-prox, eedward001,1,1
2016-05-31 07:30, fixed-prox, pratigan001,1,1
2016-05-31 07:30, fixed-prox, rparade001,1,1
2016-05-31 07:30, fixed-prox, wvasco001,1,1
2016-05-31 07:30, fixed-prox, acampo001,1,1
2016-05-31 07:30, fixed-prox, rpantanal001,1,1
2016-05-31 07:30, fixed-prox, lcarrara001,1,1
2016-05-31 07:30, fixed-prox, lorosco001,1,1
2016-05-31 07:30, fixed-prox, cwhelan001,1,1
2016-05-31 07:30, fixed-prox, jfrost001,1,1
2016-05-31 07:30, fixed-prox, epavone001,1,1
2016-05-31 07:30, fixed-prox, ostrum001,1,1
2016-05-31 07:30, fixed-prox, csolos001,1,4
2016-05-31 07:31, fixed-prox, dscozzese001,1,1
2016-05-31 07:31, fixed-prox, csolos001,2,4
2016-05-31 07:31, fixed-prox, csolos001,2,1
2016-05-31 07:31, fixed-prox, cwhelan001,1,4
2016-05-31 07:31, fixed-prox, ostrum001,1,4
2016-05-31 07:31, fixed-prox, pratigan001,1,4
2016-05-31 07:31, fixed-prox, lorosco001,1,4
2016-05-31 07:31, fixed-prox, eedward001,1,4
2016-05-31 07:31, fixed-prox, lcarrara001,1,4
2016-05-31 07:31, fixed-prox, csolos001,2,7
2016-05-31 07:31, fixed-prox, wvasco001,1,4
2016-05-31 07:31, fixed-prox, rpantanal001,1,4
2016-05-31 07:32, fixed-prox, sfusil001,1,1
2016-05-31 07:32, fixed-prox, bmullen001,1,1
2016-05-31 07:32, fixed-prox, fresumir001,1,1
2016-05-31 07:32, fixed-prox, lorosco001,2,4
2016-05-31 07:32, fixed-prox, eedward001,2,4
2016-05-31 07:32, fixed-prox, cwhelan001,2,4
2016-05-31 07:32, fixed-prox, ostrum001,2,4
2016-05-31 07:32, fixed-prox, rpantanal001,2,4
2016-05-31 07:32, fixed-prox, lcarrara001,2,4
2016-05-31 07:32, fixed-prox, pratigan001,2,4
2016-05-31 07:32, fixed-prox, wvasco001,2,4
2016-05-31 07:32, fixed-prox, cwhelan001,2,1
2016-05-31 07:32, fixed-prox, epavone001,1,4
2016-05-31 07:32, fixed-prox, acampo001,1,4
2016-05-31 07:32, fixed-prox, cwhelan001,2,7
2016-05-31 07:32, fixed-prox, rpantanal001,3,4
2016-05-31 07:32, fixed-prox, lcarrara001,3,4
2016-05-31 07:32, fixed-prox, wvasco001,3,4
2016-05-31 07:32, fixed-prox, eedward001,3,4
2016-05-31 07:32, fixed-prox, lorosco001,3,4
2016-05-31 07:32, fixed-prox, pratigan001,3,4
2016-05-31 07:32, fixed-prox, ostrum001,3,4
2016-05-31 07:32, fixed-prox, ostrum001,3,1
2016-05-31 07:32, fixed-prox, lorosco001,3,1
2016-05-31 07:32, fixed-prox, pratigan001,3,1
2016-05-31 07:32, fixed-prox, rpantanal001,3,1
